No,Iws
15079.0,14.76
15080.0,18.78
15099.0,8.05
15100.0,12.07
15119.0,0.89
15120.0,1.79
15139.0,0.89
15140.0,3.13
15159.0,8.05
15160.0,12.07
15179.0,2.67
15180.0,1.79
15199.0,2.67
15200.0,0.89
15219.0,0.89
15220.0,0.89
15239.0,0.89
15240.0,1.79
15259.0,0.89
15260.0,0.89
15279.0,90.75
15280.0,95.67
15299.0,3.13
15300.0,3.13
15319.0,8.95
15320.0,10.74
15339.0,3.13
15340.0,1.79
15359.0,1.79
15360.0,0.89
15379.0,21.9
15380.0,23.69
15399.0,6.26
15400.0,10.28
15419.0,1.79
15420.0,4.92
15439.0,1.78
15440.0,4.02
15459.0,1.78
15460.0,0.89
15479.0,1.78
15480.0,2.67
15499.0,0.89
15500.0,1.78
15519.0,5.81
15520.0,8.94
15539.0,1.79
15540.0,3.58
15559.0,0.89
15560.0,2.68
15579.0,3.57
15580.0,4.46
15599.0,5.37
15600.0,7.16
15619.0,3.13
15620.0,3.13
15639.0,69.74
15640.0,73.76
15659.0,71.52
15660.0,80.46
15679.0,0.89
15680.0,3.13
15699.0,0.89
15700.0,3.13
15719.0,0.89
15720.0,2.68
15739.0,0.89
15740.0,1.34
15759.0,12.52
15760.0,15.65
15779.0,3.58
15780.0,5.37
15799.0,1.79
15800.0,3.58
15819.0,0.89
15820.0,2.68
15839.0,0.89
15840.0,0.89
15859.0,27.72
15860.0,31.74
15879.0,1.79
15880.0,4.92
15899.0,2.68
15900.0,1.79
15919.0,0.89
15920.0,0.89
15939.0,2.23
15940.0,0.89
15959.0,2.67
15960.0,3.12
15979.0,0.89
15980.0,1.78
15999.0,11.63
16000.0,16.55
16019.0,2.67
16020.0,1.79
16039.0,0.89
16040.0,1.78
16059.0,0.89
16060.0,0.89
16079.0,31.28
16080.0,34.41
16099.0,0.89
16100.0,1.34
16119.0,1.79
16120.0,0.89
16139.0,0.89
16140.0,1.79
16159.0,54.09
16160.0,55.88
16179.0,0.89
16180.0,1.79
16199.0,4.02
16200.0,0.89
16219.0,9.84
16220.0,0.89
16239.0,3.13
16240.0,1.79
16259.0,5.81
16260.0,8.94
16279.0,16.1
16280.0,20.12
16299.0,2.68
16300.0,0.89
16319.0,5.34
16320.0,1.79
16339.0,3.13
16340.0,4.02
16359.0,1.79
16360.0,3.58
16379.0,1.79
16380.0,3.58
16399.0,1.79
16400.0,3.58
16419.0,6.26
16420.0,8.05
16439.0,9.84
16440.0,11.63
16459.0,13.42
16460.0,17.44
16479.0,1.79
16480.0,6.71
16499.0,77.8
16500.0,88.98
16519.0,5.37
16520.0,8.5
16539.0,3.58
16540.0,6.71
16559.0,1.79
16560.0,0.89
16579.0,80.46
16580.0,98.34
16599.0,261.04
16600.0,266.85
16619.0,0.89
16620.0,2.68
16639.0,20.11
16640.0,21.9
16659.0,5.81
16660.0,7.6
16679.0,1.79
16680.0,3.58
16699.0,0.89
16700.0,0.89
16719.0,14.75
16720.0,19.67
16739.0,6.71
16740.0,8.5
16759.0,7.6
16760.0,4.02
16779.0,0.45
16780.0,1.79
16799.0,2.68
16800.0,4.47
16819.0,0.89
16820.0,0.89
16839.0,3.58
16840.0,0.89
16859.0,2.67
16860.0,3.56
16879.0,1.79
16880.0,0.45
16899.0,6.26
16900.0,8.05
16919.0,0.89
16920.0,1.78
16939.0,84.94
16940.0,93.88
16959.0,50.95
16960.0,60.78
16979.0,8.94
16980.0,17.88
16999.0,136.34
17000.0,140.36
17019.0,2.67
17020.0,3.56
17039.0,1.79
17040.0,2.68
17059.0,12.97
17060.0,16.1
17079.0,3.56
17080.0,0.89
17099.0,107.75
17100.0,114.9
17119.0,9.84
17120.0,13.86
17139.0,177.47
17140.0,184.62
17159.0,0.89
17160.0,1.78
17179.0,0.45
17180.0,1.34
17199.0,1.79
17200.0,1.79
17219.0,12.07
17220.0,1.79
17239.0,19.23
17240.0,23.25
17259.0,0.89
17260.0,4.02
17279.0,3.13
17280.0,3.13
17299.0,1.79
17300.0,3.58
17319.0,32.19
17320.0,38.0
17339.0,4.92
17340.0,9.84
17359.0,12.52
17360.0,0.89
17379.0,0.45
17380.0,1.79
17399.0,6.24
17400.0,0.89
17419.0,0.89
17420.0,0.89
17439.0,9.83
17440.0,11.62
17459.0,21.91
17460.0,25.93
17479.0,2.23
17480.0,0.89
17499.0,15.2
17500.0,18.33
17519.0,0.89
17520.0,0.89
17539.0,2.68
17540.0,0.89
17559.0,29.06
17560.0,40.24
17579.0,202.51
17580.0,211.45
17599.0,1.79
17600.0,4.92
17619.0,3.12
17620.0,3.13
17639.0,1.79
17640.0,4.92
17659.0,27.28
17660.0,29.07
17679.0,3.58
17680.0,5.37
17699.0,3.58
17700.0,0.89
17719.0,11.17
17720.0,12.96
17739.0,1.79
17740.0,3.58
17759.0,3.13
17760.0,7.15
17779.0,28.16
17780.0,31.29
17799.0,6.26
17800.0,8.05
17819.0,45.6
17820.0,47.39
17839.0,3.58
17840.0,6.71
17859.0,5.81
17860.0,7.6
17879.0,0.89
17880.0,0.89
17899.0,2.68
17900.0,0.89
17919.0,2.67
17920.0,0.89
17939.0,24.59
17940.0,0.89
17959.0,8.49
17960.0,11.62
17979.0,12.96
17980.0,17.88
17999.0,125.61
18000.0,131.42
18019.0,1.79
18020.0,5.81
18039.0,22.8
18040.0,4.92
18059.0,8.05
18060.0,16.1
18079.0,33.08
18080.0,37.1
18099.0,0.45
18100.0,1.79
18119.0,0.89
18120.0,1.79
18139.0,1.34
18140.0,2.23
18159.0,6.26
18160.0,9.39
18179.0,1.78
18180.0,1.79
18199.0,14.3
18200.0,3.13
18219.0,24.14
18220.0,25.93
18239.0,7.14
18240.0,0.45
18259.0,61.24
18260.0,65.26
18279.0,14.3
18280.0,16.09
18299.0,62.58
18300.0,69.73
18319.0,20.12
18320.0,24.14
18339.0,3.13
18340.0,6.26
18359.0,2.68
18360.0,4.47
18379.0,13.85
18380.0,14.74
18399.0,137.23
18400.0,153.32
18419.0,21.45
18420.0,30.39
18439.0,136.34
18440.0,1.79
18459.0,0.9
18460.0,0.89
18479.0,17.44
18480.0,28.62
18499.0,27.72
18500.0,32.64
18519.0,7.15
18520.0,8.94
18539.0,1.79
18540.0,1.79
18559.0,9.39
18560.0,11.18
18579.0,7.15
18580.0,11.17
18599.0,3.13
18600.0,4.92
18619.0,1.79
18620.0,1.79
18639.0,88.07
18640.0,95.22
18659.0,223.97
18660.0,235.15
18679.0,16.09
18680.0,21.01
18699.0,1.79
18700.0,0.89
18719.0,2.67
18720.0,3.56
18739.0,8.94
18740.0,10.73
18759.0,6.71
18760.0,9.84
18779.0,3.13
18780.0,1.79
18799.0,14.76
18800.0,19.68
18819.0,32.19
18820.0,33.98
18839.0,12.97
18840.0,17.89
18859.0,3.13
18860.0,6.26
18879.0,5.37
18880.0,3.13
18899.0,11.62
18900.0,13.41
18919.0,1.34
18920.0,0.89
18939.0,0.89
18940.0,0.89
18959.0,0.89
18960.0,1.79
18979.0,1.78
18980.0,0.89
18999.0,3.58
19000.0,0.89
19019.0,29.5
19020.0,32.63
19039.0,0.89
19040.0,0.89
19059.0,0.45
19060.0,1.79
19079.0,8.94
19080.0,14.75
19099.0,170.78
19100.0,174.8
19119.0,58.56
19120.0,68.39
19139.0,4.92
19140.0,8.94
19159.0,0.89
19160.0,0.89
19179.0,0.45
19180.0,1.79
19199.0,158.24
19200.0,165.39
19219.0,9.84
19220.0,12.97
19239.0,7.15
19240.0,11.17
19259.0,1.79
19260.0,3.13
19279.0,27.72
19280.0,31.74
19299.0,0.89
19300.0,0.89
19319.0,8.05
19320.0,11.18
19339.0,14.76
19340.0,16.55
19359.0,33.08
19360.0,38.0
19379.0,48.73
19380.0,0.89
19399.0,1.78
19400.0,2.67
19419.0,0.89
19420.0,1.34
19439.0,38.44
19440.0,42.46
19459.0,1.79
19460.0,3.13
19479.0,8.04
19480.0,12.06
19499.0,25.93
19500.0,38.0
19519.0,51.85
19520.0,57.66
19539.0,3.58
19540.0,5.37
19559.0,0.89
19560.0,1.79
19579.0,11.17
19580.0,0.89
19599.0,52.76
19600.0,58.57
19619.0,10.73
19620.0,15.65
19639.0,1.78
19640.0,4.92
19659.0,181.04
19660.0,190.87
19679.0,3.13
19680.0,7.15
19699.0,21.01
19700.0,24.14
19719.0,35.76
19720.0,42.91
19739.0,1.79
19740.0,3.58
19759.0,4.02
19760.0,1.79
19779.0,10.29
19780.0,0.89
19799.0,8.94
19800.0,12.07
19819.0,163.16
19820.0,171.21
19839.0,4.02
19840.0,4.02
19859.0,4.47
19860.0,6.26
19879.0,33.53
19880.0,41.58
19899.0,22.36
19900.0,25.49
19919.0,62.6
19920.0,64.39
19939.0,92.1
19940.0,5.81
19959.0,63.48
19960.0,71.53
19979.0,58.57
19980.0,64.38
19999.0,4.01
20000.0,1.79
20019.0,0.89
20020.0,1.34
20039.0,76.44
20040.0,81.36
20059.0,25.49
20060.0,30.41
20079.0,7.6
20080.0,12.52
20099.0,1.79
20100.0,5.81
20119.0,84.49
20120.0,87.62
20139.0,1.79
20140.0,0.89
20159.0,1.79
20160.0,3.58
20179.0,48.27
20180.0,0.89
20199.0,0.89
20200.0,1.78
20219.0,1.78
20220.0,1.79
20239.0,11.63
20240.0,13.42
20259.0,1.79
20260.0,3.58
20279.0,70.18
20280.0,74.2
20299.0,196.22
20300.0,198.01
20319.0,8.05
20320.0,12.07
20339.0,33.08
20340.0,49.17
20359.0,1.78
20360.0,3.13
20379.0,1.79
20380.0,0.89
20399.0,27.27
20400.0,30.4
20419.0,0.89
20420.0,1.78
20439.0,26.38
20440.0,31.3
20459.0,1.79
20460.0,3.13
20479.0,8.94
20480.0,12.07
20499.0,0.89
20500.0,0.89
20519.0,1.79
20520.0,0.89
20539.0,18.33
20540.0,22.35
20559.0,19.22
20560.0,23.24
20579.0,4.02
20580.0,8.04
20599.0,3.58
20600.0,5.37
20619.0,0.89
20620.0,1.78
20639.0,0.89
20640.0,0.45
20659.0,23.7
20660.0,25.49
20679.0,4.92
20680.0,8.05
20699.0,3.58
20700.0,1.79
20719.0,67.03
20720.0,71.05
20739.0,1.78
20740.0,2.67
20759.0,69.71
20760.0,73.73
20779.0,99.25
20780.0,100.14
20799.0,117.99
20800.0,127.82
20819.0,3.13
20820.0,7.15
20839.0,1.78
20840.0,1.79
20859.0,1.79
20860.0,3.58
20879.0,9.84
20880.0,14.76
20899.0,35.77
20900.0,0.45
20919.0,0.89
20920.0,3.13
20939.0,4.02
20940.0,7.15
20959.0,3.13
20960.0,7.15
20979.0,1.79
20980.0,3.13
20999.0,0.89
21000.0,1.78
21019.0,9.83
21020.0,15.64
21039.0,20.13
21040.0,27.28
21059.0,14.75
21060.0,19.67
21079.0,1.79
21080.0,4.92
21099.0,8.95
21100.0,12.08
21119.0,12.06
21120.0,15.19
21139.0,1.79
21140.0,0.89
21159.0,18.78
21160.0,23.7
21179.0,5.37
21180.0,1.79
21199.0,1.79
21200.0,3.58
21219.0,65.74
21220.0,66.63
21239.0,2.23
21240.0,3.12
21259.0,34.42
21260.0,37.55
21279.0,3.13
21280.0,7.15
21299.0,1.79
21300.0,3.58
21319.0,1.79
21320.0,0.89
21339.0,8.94
21340.0,1.79
21359.0,49.61
21360.0,51.4
21379.0,0.89
21380.0,3.13
21399.0,8.05
21400.0,16.1
21419.0,4.92
21420.0,8.05
21439.0,9.39
21440.0,13.41
21459.0,0.89
21460.0,0.89
21479.0,22.35
21480.0,27.27
21499.0,3.13
21500.0,6.26
21519.0,4.92
21520.0,8.05
21539.0,0.89
21540.0,2.68
21559.0,1.79
21560.0,1.79
21579.0,8.5
21580.0,10.29
21599.0,18.77
21600.0,20.56
21619.0,25.04
21620.0,26.83
21639.0,7.15
21640.0,12.07
21659.0,6.71
21660.0,8.5
21679.0,0.89
21680.0,3.13
21699.0,2.68
21700.0,1.79
21719.0,0.89
21720.0,1.79
21739.0,8.05
21740.0,0.89
21759.0,19.22
21760.0,22.35
21779.0,8.5
21780.0,10.29
21799.0,1.79
21800.0,3.58
21819.0,29.96
21820.0,31.75
21839.0,0.89
21840.0,2.68
21859.0,8.95
21860.0,10.74
21879.0,2.67
21880.0,3.13
21899.0,18.34
21900.0,21.47
21919.0,1.34
21920.0,1.79
21939.0,4.92
21940.0,5.81
21959.0,25.49
21960.0,28.62
21979.0,22.8
21980.0,26.82
21999.0,6.71
22000.0,10.73
22019.0,0.89
22020.0,1.78
22039.0,0.89
22040.0,1.78
22059.0,3.56
22060.0,0.89
22079.0,26.38
22080.0,29.51
22099.0,25.93
22100.0,29.95
22119.0,10.28
22120.0,16.09
22139.0,0.89
22140.0,3.13
22159.0,10.29
22160.0,3.13
22179.0,1.79
22180.0,3.58
22199.0,0.89
22200.0,1.78
22219.0,9.84
22220.0,11.63
22239.0,4.47
22240.0,1.79
22259.0,1.79
22260.0,4.92
22279.0,15.65
22280.0,18.78
22299.0,83.15
22300.0,84.94
22319.0,30.86
22320.0,32.65
22339.0,29.98
22340.0,0.89
22359.0,16.1
22360.0,19.23
22379.0,62.17
22380.0,63.96
22399.0,3.13
22400.0,3.13
22419.0,3.13
22420.0,7.15
22439.0,28.61
22440.0,30.4
22459.0,6.26
22460.0,8.05
22479.0,27.28
22480.0,29.07
22499.0,12.07
22500.0,16.09
22519.0,3.57
22520.0,0.89
22539.0,1.79
22540.0,3.58
22559.0,4.92
22560.0,8.94
22579.0,0.89
22580.0,0.89
22599.0,0.89
22600.0,1.79
22619.0,4.92
22620.0,8.05
22639.0,4.91
22640.0,9.83
22659.0,3.13
22660.0,7.15
22679.0,4.47
22680.0,7.6
22699.0,21.91
22700.0,25.93
22719.0,6.26
22720.0,9.39
22739.0,1.79
22740.0,1.79
22759.0,1.79
22760.0,0.89
22779.0,1.78
22780.0,0.89
22799.0,1.79
22800.0,4.92
22819.0,0.89
22820.0,1.79
22839.0,1.79
22840.0,5.81
22859.0,1.79
22860.0,0.89
22879.0,1.79
22880.0,1.79
22899.0,39.79
22900.0,41.58
22919.0,0.89
22920.0,1.78
22939.0,15.65
22940.0,0.89
22959.0,26.82
22960.0,31.74
22979.0,3.58
22980.0,3.13
22999.0,0.89
23000.0,1.78
23019.0,54.09
23020.0,58.11
23039.0,51.41
23040.0,55.43
23059.0,0.89
23060.0,1.78
23079.0,1.79
23080.0,5.81
23099.0,0.89
23100.0,1.79
23119.0,30.41
23120.0,33.54
23139.0,1.79
23140.0,3.58
23159.0,1.79
23160.0,3.58
23179.0,25.93
23180.0,27.72
23199.0,15.19
23200.0,19.21
23219.0,4.45
23220.0,1.79
23239.0,4.45
23240.0,1.79
23259.0,1.79
23260.0,3.58
23279.0,30.86
23280.0,32.65
23299.0,7.15
23300.0,8.94
23319.0,3.13
23320.0,6.26
23339.0,3.56
23340.0,1.79
23359.0,0.89
23360.0,1.79
23379.0,5.37
23380.0,0.89
23399.0,1.79
23400.0,4.92
23419.0,4.92
23420.0,8.05
23439.0,33.07
23440.0,42.01
23459.0,29.06
23460.0,33.08
23479.0,0.89
23480.0,1.79
23499.0,1.79
23500.0,2.68
23519.0,1.78
23520.0,3.13
23539.0,0.89
23540.0,1.79
23559.0,3.13
23560.0,6.26
23579.0,2.67
23580.0,3.56
23599.0,1.79
23600.0,3.58
23619.0,1.79
23620.0,3.58
23639.0,3.13
23640.0,0.89
23659.0,25.48
23660.0,27.27
23679.0,4.02
23680.0,8.04
23699.0,1.79
23700.0,3.58
23719.0,17.43
23720.0,21.45
23739.0,0.89
23740.0,0.89
23759.0,0.89
23760.0,0.89
23779.0,5.81
23780.0,10.73
23799.0,3.13
23800.0,6.26
23819.0,1.79
23820.0,3.13
23839.0,1.79
23840.0,3.13
23859.0,0.89
23860.0,0.89
23879.0,37.56
23880.0,0.89
23899.0,10.29
23900.0,0.89
23919.0,3.13
23920.0,6.26
23939.0,0.89
23940.0,3.13
23959.0,20.56
23960.0,22.35
23979.0,3.13
23980.0,1.79
23999.0,1.78
24000.0,0.89
24019.0,10.28
24020.0,15.2
24039.0,192.68
24040.0,204.75
24059.0,7.15
24060.0,11.17
24079.0,11.18
24080.0,14.31
24099.0,0.89
24100.0,1.79
24119.0,0.89
24120.0,0.89
24139.0,0.89
24140.0,0.89
24159.0,3.13
24160.0,4.92
24179.0,9.83
24180.0,17.88
24199.0,7.15
24200.0,10.28
24219.0,3.58
24220.0,4.47
24239.0,0.89
24240.0,0.89
24259.0,0.89
24260.0,0.89
24279.0,5.37
24280.0,9.39
24299.0,20.11
24300.0,31.29
24319.0,3.12
24320.0,1.79
24339.0,1.78
24340.0,2.67
24359.0,1.79
24360.0,0.89
24379.0,17.8
24380.0,18.69
24399.0,35.6
24400.0,36.49
24419.0,53.4
24420.0,54.29
24439.0,71.2
24440.0,72.09
24459.0,0.89
24460.0,1.34
24479.0,113.57
24480.0,117.59
24499.0,12.96
24500.0,16.98
24519.0,0.89
24520.0,1.79
24539.0,1.79
24540.0,0.89
24559.0,12.97
24560.0,16.1
24579.0,0.89
24580.0,1.78
24599.0,3.58
24600.0,6.71
24619.0,0.89
24620.0,0.89
24639.0,7.15
24640.0,10.28
24659.0,1.78
24660.0,4.91
24679.0,1.78
24680.0,3.13
24699.0,1.79
24700.0,0.89
24719.0,12.52
24720.0,15.65
24739.0,53.64
24740.0,60.79
24759.0,11.17
24760.0,15.19
24779.0,1.79
24780.0,0.89
24799.0,3.12
24800.0,1.79
24819.0,1.78
24820.0,1.79
24839.0,1.79
24840.0,2.68
24859.0,0.89
24860.0,2.68
24879.0,6.71
24880.0,0.89
24899.0,12.06
24900.0,13.85
24919.0,138.14
24920.0,139.93
24939.0,299.08
24940.0,308.91
24959.0,446.58
24960.0,450.6
24979.0,3.58
24980.0,0.89
24999.0,52.76
25000.0,58.57
25019.0,0.89
25020.0,1.78
25039.0,0.89
25040.0,1.34
25059.0,0.89
25060.0,1.78
25079.0,54.98
25080.0,63.92
25099.0,248.07
25100.0,255.22
25119.0,36.2
25120.0,45.14
25139.0,181.91
25140.0,190.85
25159.0,11.17
25160.0,15.19
25179.0,1.34
25180.0,0.89
25199.0,0.89
25200.0,1.78
25219.0,35.75
25220.0,40.67
25239.0,1.79
25240.0,3.58
25259.0,1.78
25260.0,2.67
25279.0,4.02
25280.0,0.89
25299.0,4.47
25300.0,5.36
25319.0,0.89
25320.0,1.78
25339.0,1.78
25340.0,0.89
25359.0,21.91
25360.0,29.96
25379.0,9.39
25380.0,12.52
25399.0,0.89
25400.0,1.79
25419.0,4.47
25420.0,6.26
25439.0,9.83
25440.0,12.96
25459.0,7.15
25460.0,11.17
25479.0,3.58
25480.0,0.89
25499.0,130.09
25500.0,139.03
25519.0,1.78
25520.0,1.79
25539.0,12.07
25540.0,16.99
25559.0,2.67
25560.0,1.79
25579.0,31.75
25580.0,33.54
25599.0,1.79
25600.0,3.58
25619.0,51.86
25620.0,59.01
25639.0,2.67
25640.0,0.89
25659.0,4.02
25660.0,11.17
25679.0,0.89
25680.0,1.78
25699.0,0.89
25700.0,0.45
25719.0,8.94
25720.0,16.09
25739.0,161.81
25740.0,167.62
25759.0,305.29
25760.0,309.31
25779.0,12.52
25780.0,15.65
25799.0,1.79
25800.0,2.68
25819.0,7.15
25820.0,8.94
25839.0,46.51
25840.0,0.89
25859.0,15.66
25860.0,18.79
25879.0,80.49
25880.0,85.41
25899.0,7.15
25900.0,0.89
25919.0,3.58
25920.0,0.89
25939.0,0.89
25940.0,0.89
25959.0,93.88
25960.0,99.69
25979.0,3.13
25980.0,6.26
25999.0,3.57
26000.0,4.46
26019.0,19.68
26020.0,21.47
26039.0,0.89
26040.0,0.89
26059.0,41.57
26060.0,46.49
26079.0,17.88
26080.0,26.82
26099.0,192.66
26100.0,199.81
26119.0,5.81
26120.0,7.6
26139.0,70.62
26140.0,79.56
26159.0,0.89
26160.0,0.89
26179.0,1.78
26180.0,0.89
26199.0,2.67
26200.0,0.89
26219.0,34.86
26220.0,36.65
26239.0,42.46
26240.0,49.61
26259.0,26.37
26260.0,32.18
26279.0,0.89
26280.0,1.78
26299.0,0.89
26300.0,0.89
26319.0,63.04
26320.0,71.09
26339.0,223.09
26340.0,234.27
26359.0,9.84
26360.0,1.79
26379.0,20.13
26380.0,23.26
26399.0,1.79
26400.0,2.68
26419.0,1.79
26420.0,4.92
26439.0,3.13
26440.0,6.26
26459.0,0.89
26460.0,3.13
26479.0,6.71
26480.0,1.79
26499.0,11.17
26500.0,14.3
26519.0,0.89
26520.0,0.89
26539.0,10.73
26540.0,12.52
26559.0,2.67
26560.0,3.56
26579.0,0.89
26580.0,1.79
26599.0,6.26
26600.0,9.39
26619.0,4.92
26620.0,9.84
26639.0,34.86
26640.0,37.99
26659.0,0.89
26660.0,1.34
26679.0,6.26
26680.0,8.05
26699.0,20.11
26700.0,23.24
26719.0,2.68
26720.0,4.47
26739.0,0.89
26740.0,0.45
26759.0,9.39
26760.0,12.52
26779.0,1.78
26780.0,0.89
26799.0,14.31
26800.0,0.89
26819.0,3.13
26820.0,1.79
26839.0,0.89
26840.0,0.89
26859.0,33.97
26860.0,39.78
26879.0,0.45
26880.0,3.13
26899.0,0.89
26900.0,1.78
26919.0,3.58
26920.0,3.13
26939.0,0.89
26940.0,1.79
26959.0,0.89
26960.0,1.79
26979.0,0.9
26980.0,1.79
26999.0,23.71
27000.0,25.5
27019.0,0.89
27020.0,4.02
27039.0,1.79
27040.0,0.89
27059.0,7.15
27060.0,12.07
27079.0,14.31
27080.0,18.33
27099.0,1.79
27100.0,0.89
27119.0,12.97
27120.0,16.1
27139.0,6.7
27140.0,9.83
27159.0,1.79
27160.0,1.79
27179.0,0.89
27180.0,5.81
27199.0,4.92
27200.0,4.02
27219.0,3.13
27220.0,4.92
27239.0,3.58
27240.0,5.37
27259.0,1.79
27260.0,3.58
27279.0,49.64
27280.0,3.13
27299.0,0.89
27300.0,1.78
27319.0,0.89
27320.0,1.79
27339.0,1.78
27340.0,0.89
27359.0,1.79
27360.0,5.81
27379.0,3.56
27380.0,3.13
27399.0,13.86
27400.0,19.67
27419.0,1.79
27420.0,0.89
27439.0,0.89
27440.0,4.91
27459.0,18.33
27460.0,4.02
27479.0,27.71
27480.0,34.86
27499.0,30.85
27500.0,32.64
27519.0,2.68
27520.0,3.13
27539.0,1.79
27540.0,3.58
27559.0,23.69
27560.0,28.61
27579.0,0.89
27580.0,2.68
27599.0,3.58
27600.0,0.89
27619.0,0.89
27620.0,1.78
27639.0,3.13
27640.0,6.26
27659.0,50.08
27660.0,53.21
27679.0,4.91
27680.0,9.83
27699.0,10.73
27700.0,12.52
27719.0,134.99
27720.0,148.85
27739.0,1.79
27740.0,6.71
27759.0,5.37
27760.0,7.16
27779.0,16.98
27780.0,0.89
27799.0,1.78
27800.0,4.02
27819.0,0.89
27820.0,2.68
27839.0,1.78
27840.0,3.13
27859.0,7.13
27860.0,8.02
27879.0,3.13
27880.0,1.79
27899.0,4.92
27900.0,8.94
27919.0,4.92
27920.0,8.05
27939.0,0.89
27940.0,0.89
27959.0,60.36
27960.0,62.15
27979.0,36.67
27980.0,37.56
27999.0,8.94
28000.0,0.89
28019.0,17.88
28020.0,21.9
28039.0,0.89
28040.0,0.89
28059.0,0.89
28060.0,2.68
28079.0,1.79
28080.0,4.92
28099.0,25.92
28100.0,29.05
28119.0,6.71
28120.0,9.84
28139.0,4.92
28140.0,8.94
28159.0,12.51
28160.0,1.79
28179.0,0.89
28180.0,1.79
28199.0,32.18
28200.0,35.31
28219.0,11.18
28220.0,1.79
28239.0,25.48
28240.0,31.29
28259.0,1.79
28260.0,1.79
28279.0,1.79
28280.0,6.71
28299.0,16.09
28300.0,19.22
28319.0,22.36
28320.0,25.49
28339.0,0.89
28340.0,1.79
28359.0,16.09
28360.0,25.03
28379.0,0.89
28380.0,4.92
28399.0,1.79
28400.0,3.13
28419.0,0.45
28420.0,0.9
28439.0,51.41
28440.0,53.2
28459.0,3.13
28460.0,4.92
28479.0,8.05
28480.0,5.81
28499.0,3.58
28500.0,4.02
28519.0,1.79
28520.0,3.58
28539.0,76.45
28540.0,79.58
28559.0,45.59
28560.0,49.61
28579.0,93.88
28580.0,98.8
28599.0,1.79
28600.0,3.13
28619.0,66.6
28620.0,71.52
28639.0,45.59
28640.0,56.77
28659.0,247.21
28660.0,251.23
28679.0,51.85
28680.0,56.77
28699.0,194.45
28700.0,197.58
28719.0,305.76
28720.0,313.81
28739.0,3.58
28740.0,0.89
28759.0,3.58
28760.0,1.79
28779.0,1.79
28780.0,3.13
28799.0,49.17
28800.0,52.3
28819.0,47.38
28820.0,52.3
28839.0,4.47
28840.0,6.26
28859.0,27.27
28860.0,31.29
28879.0,11.17
28880.0,16.98
28899.0,15.65
28900.0,18.78
28919.0,48.71
28920.0,51.84
28939.0,27.27
28940.0,31.29
28959.0,25.48
28960.0,31.29
28979.0,3.13
28980.0,7.15
28999.0,29.95
29000.0,31.74
29019.0,2.68
29020.0,4.47
29039.0,25.92
29040.0,31.73
29059.0,170.74
29060.0,173.87
29079.0,12.96
29080.0,16.98
29099.0,11.17
29100.0,14.3
29119.0,0.89
29120.0,1.79
29139.0,0.89
29140.0,1.79
29159.0,106.4
29160.0,110.42
29179.0,0.89
29180.0,1.78
29199.0,3.13
29200.0,7.15
29219.0,3.13
29220.0,4.92
29239.0,1.79
29240.0,3.58
29259.0,39.78
29260.0,42.91
29279.0,59.44
29280.0,61.23
29299.0,22.34
29300.0,25.47
29319.0,8.04
29320.0,12.96
29339.0,1.79
29340.0,4.92
29359.0,0.89
29360.0,3.13
29379.0,5.37
29380.0,7.16
29399.0,0.89
29400.0,3.13
29419.0,1.79
29420.0,5.81
29439.0,33.97
